Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
2001-11-16,Harry Potter and the Philosopher's Stone,7.915,125000000,976475550,"Adventure, Fantasy","witch, school friend, friendship, london, england, based on novel or book, magic, boarding school, child hero, school of witchcraft, chosen one, school, shopping, fantasy world, wizard, christmas, based on young adult novel, owl",Chris Columbus,"Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris, Tom Felton","Warner Bros. Pictures, Heyday Films, 1492 Pictures"
2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.405,93000000,871368364,"Adventure, Fantasy, Action","based on novel or book, orcs, elves, dwarf, magic, loss of loved one, river, fireworks, mine, maze, mountain, castle, volcano, birthday party, addiction, uncle, fugitive, battle, death, blizzard, wizard, journey, ring, live action and animation, sword and sorcery",Peter Jackson,"Elijah Wood, Ian McKellen, Sean Astin, Viggo Mortensen, Christopher Lee","New Line Cinema, WingNut Films, The Saul Zaentz Company"
2001-11-01,"Monsters, Inc.",7.838,115000000,579707738,"Animation, Comedy, Family","monster, panic, cheating, kidnapping, door, infant, villain, portal, rivalry, energy supply, friends, hijinks, best friend, chameleon, family, parallel world, conveyor belt, invisibility, energy company, conspirators",Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn",Pixar
2001-05-18,Shrek,7.7,60000000,487853320,"Animation, Comedy, Fantasy, Adventure, Family","princess, magic, fairy tale, donkey, liberation, lordship, prince, castle, robin hood, enchantment, swamp, parody, anthropomorphism, dragon, woman director, ogre, cartoon donkey","Andrew Adamson, Vicky Jenson","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel","DreamWorks Pictures, Pacific Data Images, DreamWorks Animation"
2001-12-07,Ocean's Eleven,7.432,85000000,450717150,"Thriller, Crime","prison, casino, pickpocket, strip club, heist, con artist, thief, caper, atlantic city, salt lake city, utah, las vegas, card dealer, explosives expert",Steven Soderbergh,"George Clooney, Matt Damon, Andy García, Brad Pitt, Julia Roberts","Village Roadshow Pictures, NPV Entertainment, Jerry Weintraub Productions, Section Eight, Warner Bros. Pictures"
2001-05-21,Pearl Harbor,6.93,140000000,449220945,"War, History, Romance, Drama","army, airplane, nurse, patriotism, hawaii, world war ii, pilot, pearl harbor, u.s. air force, dyslexia, pacific war, love, pin-up",Michael Bay,"Ben Affleck, Kate Beckinsale, Josh Hartnett, Cuba Gooding Jr., Jon Voight","Jerry Bruckheimer Films, Touchstone Pictures"
2001-05-04,The Mummy Returns,6.362,98000000,443280904,"Adventure, Action, Fantasy","egypt, pyramid, son, mummy, nile, sequel, tomb, ancient egypt, 1930s, egyptian tomb, good versus evil",Stephen Sommers,"Brendan Fraser, Rachel Weisz, Dwayne Johnson, John Hannah, Arnold Vosloo","Universal Pictures, Alphaville"
2001-07-18,Jurassic Park III,6.129,93000000,368780809,"Adventure, Action, Thriller, Science Fiction","rescue, mission, exotic island, island, airplane, velociraptor, dna, tyrannosaurus rex, paleontology, spinosaurus, dinosaur, creature, scientist, amusement park, paragliding, pterodactyl, pterosaur, costa rica, animal horror",Joe Johnston,"Sam Neill, William H. Macy, Téa Leoni, Alessandro Nivola, Trevor Morgan","Universal Pictures, Amblin Entertainment"
2001-07-25,Planet of the Apes,5.729,100000000,362211740,"Thriller, Science Fiction, Action, Adventure","space marine, gorilla, revolution, dystopia, space suit, chimp, slavery, time travel, space travel, alien planet, ape, human subjugation",Tim Burton,"Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan, Kris Kristofferson","20th Century Fox, The Zanuck Company"
2001-02-08,Hannibal,6.769,87000000,351692268,"Crime, Drama, Thriller","venice, italy, fbi, sequel, serial killer, psychological thriller, cannibal, child molester, forensic, aftercreditsstinger, psychological horror, evil man, psychological drama",Ridley Scott,"Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta, Giancarlo Giannini","Dino De Laurentiis Company, Universal Pictures, Scott Free Productions, Metro-Goldwyn-Mayer"
2001-08-03,Rush Hour 2,6.719,90000000,347325802,"Action, Comedy, Crime","martial arts, los angeles, california, criminal investigation, interracial friendship, buddy cop, duringcreditsstinger, action hero, good versus evil",Brett Ratner,"Jackie Chan, Chris Tucker, John Lone, Zhang Ziyi, Roselyn Sánchez","New Line Cinema, Roger Birnbaum Productions"
2001-12-14,A Beautiful Mind,7.855,58000000,316800000,"Drama, Romance","individual, schizophrenia, love of one's life, intelligence, mathematics, massachusetts, mathematician, market economy, economic theory, princeton university, nobel prize, mathematical theorem, delusion, genius, biography, math genius, savant",Ron Howard,"Russell Crowe, Jennifer Connelly, Ed Harris, Paul Bettany, Christopher Plummer","Universal Pictures, DreamWorks Pictures, Imagine Entertainment, Brian Grazer Productions"
2001-08-10,American Pie 2,6.227,30000000,287553595,"Comedy, Romance","summer, beach house, group of friends, tantra, superglue, sex comedy",J.B. Rogers,"Jason Biggs, Thomas Ian Nicholas, Chris Klein, Seann William Scott, Eddie Kaye Thomas","Universal Pictures, Liveplanet, Zide-Perry Productions"
2001-04-13,Bridget Jones's Diary,6.745,25000000,281900000,"Comedy, Romance, Drama","daughter, london, england, lovesickness, england, sexual frustration, alcohol, parent child relationship, telecaster, birthday, cigarette, diary, lawyer, reporter, extramarital affair, duringcreditsstinger, woman director",Sharon Maguire,"Renée Zellweger, Colin Firth, Hugh Grant, Jim Broadbent, Gemma Jones","Universal Pictures, StudioCanal, Miramax, Working Title Films, Little Bird"
2001-07-20,Spirited Away,8.54,19000000,274925095,"Animation, Family, Fantasy","witch, parent child relationship, darkness, bath house, magic, spirit, parallel world, amusement park, youkai, japanese mythology, anime",Hayao Miyazaki,"Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naito, Yasuko Sawaguchi",Studio Ghibli
2001-06-11,Lara Croft: Tomb Raider,5.881,115000000,274703340,"Adventure, Fantasy, Action, Thriller","buddhist monk, planetary alignment, angkor wat, illuminati, william blake, steampunk, female protagonist, archaeologist, based on video game, sled dogs, relic, archeology, time-manipulation, lunar eclipse",Simon West,"Angelina Jolie, Iain Glen, Daniel Craig, Noah Taylor, Chris Barrie","Paramount, Mutual Film Company, Lawrence Gordon Productions, Marubeni, Eidos Interactive, BBC Film, KFP Produktions, TOHO-TOWA, H2L Media Group, Tele München"
2001-06-29,A.I. Artificial Intelligence,7.043,100000000,235926552,"Drama, Science Fiction, Adventure","android, prostitute, artificial intelligence (a.i.), prophecy, loss of loved one, extraterrestrial technology, fairy tale, dystopia, adoption, ice age, prosecution, gigolo, hologram, alien, robot, destiny, capture, doppelgänger, robot boy",Steven Spielberg,"Haley Joel Osment, Jude Law, Frances O'Connor, Sam Robards, Jake Thomas","Warner Bros. Pictures, DreamWorks Pictures, Amblin Entertainment, Stanley Kubrick Productions"
2001-08-02,The Others,7.612,17000000,209947037,"Horror, Mystery, Thriller","nightmare, suicide attempt, christianity, shotgun, servant, cemetery, world war ii, nanny, haunted house, bible, channel islands, mansion, soldier, gardener, photosensitivity, 1940s, spiritism, jersey island",Alejandro Amenábar,"Nicole Kidman, Christopher Eccleston, Alakina Mann, James Bentley, Fionnula Flanagan","Cruise/Wagner Productions, Sogecine, Las Producciones del Escorpion, Dimension Films, StudioCanal, Canal+ Spain"
2001-06-22,The Fast and the Furious,6.969,38000000,207283925,"Action, Crime, Thriller","street gang, undercover, car race, auto-tuning, street race, los angeles, california, aftercreditsstinger, duringcreditsstinger, based on magazine, newspaper or article",Rob Cohen,"Paul Walker, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Rick Yune","Ardustry Entertainment, Universal Pictures, Original Film, Mediastream Film GmbH & Co. Productions KG"
2001-12-10,Vanilla Sky,6.814,68000000,203388341,"Fantasy, Science Fiction, Drama, Thriller, Romance, Mystery","regret, jealousy, amnesia, dream, love of one's life, nightmare, love triangle, virtual reality, ex-girlfriend, surreal, plastic surgery, illusion, face operation, life extension, time, puzzle, flashback, confusion, love, remake, wealth, memory loss, tragic love, doctor, car accident, fear, relationship, heartbreak, freak accident, disfigured face, surgery, lost love, individuality, disfigurement, wealthy man",Cameron Crowe,"Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell, Jason Lee","Paramount, Cruise/Wagner Productions, Vinyl Films, Sogecine, Summit Entertainment, Artisan Entertainment"
